id saoNumber fopNumber
US20120110489A1 10 10
US20090089225A1 9 21
US20120265707A1 10 24
US20060185275A1 41 60
US20120114615A1 16 52
US20070185008A1 2 10
US20070122392A1 8 16
US20120030699A1 9 16
US20010041053A1 35 12
US20070256093A1 7 28
US20120166402A1 13 11
US20060190947A1 7 7
US20120150206A1 7 10
US20140207673A1 8 26
US20110016052A1 9 21
US20140039860A1 13 42
US20100206559A1 22 27
US20040124009A1 7 7
US20080208476A1 20 39
US20100168739A1 15 114
US20090093806A1 23 50
US20060247619A1 16 41
US20080255642A1 16 39
US20120330736A1 33 84
US20020117544A1 17 36
US20100137053A1 20 51
US20110035281A1 14 150
US20080235085A1 16 33
US20050131758A1 15 26
US20080306809A1 26 8
US20120170216A1 8 34
US20080009187A1 5 12
US20060185822A1 2 2
US20160215933A1 2 58
US20100330843A1 13 13
US20150109784A1 8 20
US20150323017A1 4 48
US20010030099A1 32 33
US20040040816A1 4 17
US20080078641A1 34 55
US20090288417A1 3 7
US20150127747A1 9 108
US08935323B2 5 18
US20060053194A1 8 3
US20060095507A1 25 37
US20150254420A1 11 25
US20040197727A1 76 89
US20090005866A1 3 18
US20120286331A1 13 90
US20090175081A1 6 34
US20090033368A1 8 20
US20130179218A1 16 13
US20100262495A1 7 7
US20140195257A1 5 14
US20090204434A1 14 36
US20150137593A1 3 5
US20100193267A1 8 18
US20140005509A1 2 21
US20070299617A1 11 39
US20120265035A1 8 12
US20070208246A1 9 21
US20140328436A1 12 40
US20140170999A1 2 7
US20140213209A1 12 18
US20140244327A1 11 76
US20100121684A1 17 58
US20100332290A1 9 36
US20120166303A1 10 16
US20140179354A1 27 19
US20130262326A1 18 24
US20020178015A1 31 25
US20140104394A1 9 76
US20090315978A1 13 23
US20090055205A1 6 10
US20070128137A1 5 12
US20070196296A1 29 38
US20070264210A1 21 15
US20160249126A1 9 90
US20130177166A1 8 34
US20080008342A1 18 28
US20140153727A1 28 35
US11199821B2 8 48
US20060265098A1 13 33
US20050075738A1 3 13
US10123344B2 6 32
US20120263047A1 11 31
US20150019896A1 3 7
US20060155964A1 9 12
US20150006475A1 24 22
US20100318759A1 14 35
US20140136602A1 10 66
US20120297311A1 22 22
US20060083308A1 29 36
US20140169471A1 11 28
US20080165280A1 27 12
US20050010670A1 9 42
US20130298563A1 7 24
US20100107649A1 20 31
US20090223201A1 5 11
US20090084109A1 2 11
US20140088669A1 3 14
US20110142936A1 5 14
US20040096662A1 28 27
US20070156724A1 8 24
US20020198863A1 20 31
US20040186832A1 26 22
US20150154710A1 73 49
US20080109263A1 7 12
US20150076412A1 22 66
US20030170280A1 5 6
US8765484B2 7 21
US20130280068A1 3 36
US20060056974A1 4 18
US20090004013A1 13 23
US20050079062A1 33 49
US20130272970A1 1 24
US20030091514A1 5 22
US20050210615A1 7 38
US20140325659A1 13 25
US20090100519A1 7 5
US20100197288A1 12 48
US20070223401A1 13 23
US20070280464A1 17 65
US20020105946A1 16 82
US20140317156A1 12 36
US20070140301A1 11 10
US20090055429A1 5 6
US20150296381A1 2 24
US20090187766A1 16 23
US20080109899A1 1 15
US20140193053A1 6 27
US20110082459A1 8 8
US20050144064A1 15 39
US20030105677A1 38 70
US11210141B2 14 14
US20030083908A1 65 86
US20050192881A1 25 32
US20140114876A1 14 60
US20110218930A1 29 100
US20070150537A1 9 36
US20150006149A1 20 29
US20100286979A1 58 98
US20150063378A1 10 60
US20090067843A1 25 60
US20120177383A1 39 29
US20130216239A1 6 34
US20100191701A1 14 37
US20080058969A1 14 35
US20090326517A1 25 120
US20030003619A1 11 7
US20050274423A1 15 33
US20040013545A1 11 13
US20090024008A1 4 34
US20040064298A1 11 78
US20090298966A1 5 3
US20060014883A1 1 2
US20110060384A1 16 16
US20080033507A1 8 22
US20110305857A1 7 18
US20100098586A1 5 11
US20140219169A1 10 19
US20110190883A1 7 42
US20030225456A1 17 20
US20010018310A1 10 12
US20150082143A1 12 64
US20060061595A1 15 49
US20080287909A1 14 22
US20040234933A1 14 42
US20040066369A1 39 95
US20140008413A1 22 48
US20040195289A1 3 7
US10164629B2 12 92
US20070285854A1 4 28
US20060044007A1 22 32
US20130166382A1 6 12
US20030115602A1 15 20
US20070276721A1 18 46
US20070276734A1 11 64
US20110225036A1 14 11
US20100196736A1 6 7
US20010010865A1 21 21
US20120191546A1 23 73
US20150187036A1 26 28
US20060241974A1 6 15
US20120296739A1 10 36
US20120275405A1 6 19
US20110110296A1 15 45
US20150268865A1 17 42
US20150142524A1 6 19
US20120260248A1 11 25
US20080154717A1 16 46
US20020072971A1 55 77
US20070192190A1 5 14
US20130344968A1 48 70
US20080124687A1 16 11
US20060121990A1 17 12
US20140039438A1 11 13
US20110046591A1 23 45
US20100169266A1 7 46
US20050289100A1 40 22
US20060230028A1 6 7
US20110213662A1 17 60
US20080065477A1 11 43
US20040257606A1 19 33
US20060224448A1 7 5
US20150186814A1 17 92
US20080140514A1 19 24
US20070203912A1 12 18
US20040078098A1 20 36
US20080249793A1 35 35
US20140250895A1 8 27
US20110162387A1 28 27
US20160095221A1 6 132
US20140103488A1 12 34
US20030197222A1 18 23
US20080220563A1 3 22
US20100059879A1 1 13
US20160013136A1 9 10
US20140091471A1 29 41
US20150170670A1 20 46
US20110246205A1 10 19
US20070078662A1 13 23
US20150312665A1 15 20
US20070105598A1 2 22
US20110276513A1 9 5
US20100241498A1 32 39
US20120179540A1 14 76
US20020194166A1 7 16
US20090313236A1 45 89
US20060020516A1 41 50
US20120284021A1 28 32
US20050240402A1 14 26
US20140199358A1 10 16
US20050165133A1 11 13
US20120065986A1 21 42
US20060047538A1 19 49
US20060167735A1 23 40
US20090192826A1 19 30
US20130076026A1 18 72
US20100300672A1 17 44
US20110108275A1 27 35
US20120152564A1 23 21
US20080277120A1 11 23
US20140091532A1 5 9
US20110001295A1 6 23
US20100036670A1 8 36
US20040078209A1 7 40
US20040172316A1 6 28
US20070069923A1 4 11
US20140141057A1 4 14
US20110130698A1 4 14
US20110093598A1 12 24
US20060064461A1 11 32
US20150136851A1 12 38
US20050154940A1 48 39
US20020162059A1 13 37
US20130238391A1 30 32
US20130030908A1 26 21
US20110314142A1 17 15
US20140236462A1 6 42
US20060114123A1 8 28
US20110137518A1 48 28
US20070293958A1 25 30
US20150145417A1 9 24
US20070115248A1 12 30
US20140337702A1 10 25
US20030188263A1 20 17
US20160309869A1 3 5
US20100252062A1 11 24
US10025507B2 10 25
US09063666B2 32 70
US20150100758A1 11 34
US20050216699A1 3 9
US20120019542A1 8 11
US20130124253A1 12 51
US20100191579A1 12 14
US20090037378A1 7 11
US20050160412A1 24 27
US10135140B2 9 78
US20070247387A1 5 25
US20050007296A1 5 63
US20100309081A1 13 27
US20130241530A1 14 56
US20100132454A1 4 11
US20140106447A1 5 24
US20130344162A1 5 3
US20070021762A1 10 12
US20110301968A1 8 34
US20040172295A1 8 8
US20070124172A1 3 9
US20140310756A1 15 40
US20140101685A1 18 16
US20130192655A1 10 31
US20060260793A1 6 41
US20070156364A1 18 47
US20050110768A1 20 67
US20090192934A1 9 23
US20090164369A1 12 15
US20140059071A1 4 21
US20080228772A1 15 27
US20100023409A1 26 54
US20090024482A1 9 16
US20080040426A1 25 31
US20080059571A1 10 20
US20140276320A1 8 47
US20120004587A1 11 14
US10063879B2 21 56
US20080063075A1 6 15
US20100290527A1 14 34
US20130243904A1 12 22
US20080096794A1 2 27
US20070295017A1 22 71
US20100313587A1 14 73
US20140116221A1 13 14
US20090095141A1 25 43
US20090040051A1 3 18
US20080297341A1 16 36
US20150178820A1 8 29
US20020120527A1 14 18
US20140172798A1 9 156
US20030018700A1 6 33
US20070002011A1 6 16
US20090282169A1 10 50
US20090234902A1 13 16
US20130213349A1 12 128
US20070266978A1 4 12
US20070272203A1 10 31
US20080275621A1 4 24
US20090301434A1 7 10
US20130268128A1 11 11
US20140061293A1 30 39
US20030044359A1 4 15
US20130080537A1 16 22
US20080177611A1 16 29
US20130169742A1 9 34
US20090282103A1 5 16
US20150088227A1 5 120
US20080161874A1 42 79
US20100036445A1 11 27
US20090182216A1 24 44
US20120123496A1 3 9
US20030018369A1 6 32
US20110208123A1 17 49
US20140296358A1 14 27
US20070135907A1 5 26
US20140141051A1 13 18
US20080226685A1 86 45
US20150134590A1 12 46
US20060179035A1 21 61
US20120054658A1 6 25
US20140178175A1 3 15
US20040200207A1 7 15
US07801660B2 10 33
US20110265443A1 3 17
US20140052787A1 13 14
US20090249223A1 4 27
US20020017610A1 6 20
US20140110052A1 9 34
US20110287918A1 14 13
US20070040301A1 7 16
US20100285775A1 28 231
US20060026256A1 5 17
US20080263158A1 7 14
US20030078033A1 32 27
US20090054038A1 6 9
US20050119017A1 11 33
US20060240857A1 16 35
US20080062133A1 12 14
US20140115077A1 14 90
US20090202051A1 17 31
US20140318072A1 8 12
US20120023858A1 1 11
US20160015486A1 5 28
US20140093842A1 17 10
US20090233256A1 21 17
US20150272833A1 2 16
US08436078B2 11 8
US20140046702A1 21 36
US20070011086A1 6 26
US20110295620A1 46 365
US20050283385A1 9 19
US20110231208A1 23 21
US20070185736A1 32 40
US20120270752A1 16 26
US20110091081A1 24 89
US20140186688A1 16 27
US20100266893A1 6 18
US20110249642A1 16 28
US20130003646A1 3 12
US20110201339A1 5 7
US20150261312A1 2 16
US20140104180A1 30 71
US20110055256A1 7 11
US20140019308A1 4 19
US20080148166A1 18 22
US20140172427A1 10 63
US20110320542A1 5 14
US20110004465A1 10 9
US20110184806A1 13 21
US20140207317A1 13 112
US20020065629A1 11 51
US20020065610A1 11 51
US20090193899A1 24 62
US20080105791A1 5 23
US20140297157A1 15 82
US20110072893A1 8 15
US20050251321A1 9 25
US20150229311A1 9 30
US20080014896A1 3 16
US20160111958A1 2 92
US20100219687A1 7 21
US20140347028A1 14 52
US20140266123A1 17 20
US20110105867A1 25 45
US20130192334A1 16 78
US20070000328A1 6 21
US20100242613A1 7 30
US20130290124A1 32 64
US20070011080A1 40 61
US20080140493A1 42 71
US07340428B1 12 33
US20100169126A1 47 55
US20140255517A1 2 9
US20080167291A1 3 19
US20090150012A1 8 23
US20100036547A1 7 26
US20100304773A1 8 66
US20100040006A1 11 22
US20110065646A1 1 27
US20060122111A1 15 26
US7858346B2 5 16
US7541186B2 3 12
US20120233549A1 6 36
US20110131330A1 15 20
US20030179240A1 10 23
US20150108422A1 9 30
US20070254446A1 1 27
US20130229500A1 12 62
US20070139769A1 11 37
US20090190095A1 3 21
US20150161841A1 7 13
US20100262282A1 14 17
US20160247048A1 11 12
US20140085665A1 76 87
US20140180060A1 12 252
US20090030303A1 12 21
US20050197561A1 45 88
US20110160543A1 11 40
US20080161386A1 10 13
US20100004977A1 64 74
US20050085705A1 15 52
US20020082495A1 13 25
US20040039278A1 4 38
US20070272500A1 6 29
US20150029022A1 7 13
US20070275690A1 21 49
US20140208409A1 8 24
US20090210915A1 25 38
US20100318812A1 14 58
US20150317675A1 25 32
US20110288937A1 27 17
US20150366586A1 1 5
US20110299912A1 16 22
US20110202650A1 4 72
US20060227776A1 6 15
US20090259749A1 14 37
US20020176417A1 64 49
US20090116381A1 30 30
US20120201398A1 10 56
US20050048957A1 10 19
US20050147092A1 2 19
US20070154049A1 31 72
US20080188965A1 11 46
US20140171957A1 14 76
US20110264102A1 13 22
US20070225615A1 5 12
US20080247679A1 10 5
US20130292613A1 5 11
US20110256450A1 22 21
US20160202916A1 18 22
US08151263B1 87 54
US20100162242A1 1 4
US20140229418A1 7 12
US20050039206A1 49 49
US10157049B2 14 44
US20110138373A1 15 31
US20120030661A1 12 22
US20150260346A1 5 85
US20080110925A1 7 26
US20070257498A1 2 11
US20110017324A1 10 14
US20140251456A1 1 3
US20050238555A1 25 33
US20150374426A1 7 19
US20080243133A1 27 55
US20160206819A1 30 22
US20080051729A1 2 35
US20160293149A1 24 18
US20150053061A1 2 22
US20160218671A1 1 8
US20150028956A1 6 5
US20160239317A1 8 20
US20160034238A1 20 44
US20160062635A1 26 21
US20120173978A1 8 24
US20140310817A1 1 10
US20130149474A1 5 24
US20100326270A1 5 9
US20100031799A1 4 12
US20150058313A1 39 36
US20080059457A1 19 26
US20080059897A1 32 42
US20140181732A1 17 22
US20020116420A1 12 129
US20120111583A1 7 80
US20080241271A1 6 15
US20060088486A1 7 25
US20040058878A1 13 31
US20130166447A1 18 128
US20100306072A1 17 37
US20080208785A1 28 46
US20110306320A1 23 37
US20040128201A1 30 84
US20120208634A1 5 118
US20060155999A1 17 31
US20070112598A1 7 29
US20140181648A1 16 21
US20140313360A1 12 34
US20100220215A1 5 15
US20160086162A1 6 20
US20090065571A1 7 17
US20160205456A1 17 16
US20070116309A1 7 9
US20150223719A1 5 17
US20050228456A1 15 34
US20140052278A1 13 18
US20090284187A1 9 23
US20140097756A1 14 47
US20050201761A1 7 30
US20150271452A1 10 24
US20130297175A1 13 24
US20140375807A1 4 16
US20150221142A1 9 14
US20140127662A1 19 23
US08469713B2 25 35
US20140283603A1 11 34
US20110048132A1 2 13
US10516816B2 53 220
US20050280732A1 8 24
US20120262617A1 4 20
US20140359438A1 21 37
US20150350551A1 15 19
US20150049204A1 11 16
US20100161143A1 19 52
US20120239495A1 13 75
US20120072271A1 14 16
US20080306826A1 60 64
US20130140772A1 33 18
US20050146092A1 13 18
US20130125069A1 7 51
US20100310135A1 4 10
US20100278435A1 7 13
US20140047361A1 21 60
US20130223614A1 30 45
US20100011304A1 40 12
US20160191028A1 11 12
US20090058484A1 7 23
US20020108699A1 19 38
US20040030021A1 1 10
US20080251769A1 16 24
US20090226696A1 22 21
US20150306769A1 18 208
US20050035516A1 9 31
US20090157226A1 4 8
US20110129792A1 38 88
US20110153297A1 9 18
US20150357563A1 9 132
US20070114510A1 7 16
US20070096074A1 9 21
US20090316473A1 9 40
US20080246016A1 12 13
US20120173333A1 19 45
US20100114739A1 6 21
US20130057503A1 6 93
US20090135148A1 5 9
US20120127114A1 3 7
US20140279138A1 6 28
US20080235125A1 12 14
US20030229552A1 6 16
US20150040956A1 9 11
US20090294499A1 5 4
US20150186509A1 9 13
US20140105447A1 22 47
US20150091851A1 8 30
US20120229419A1 7 30
US20060114209A1 14 48
US20160035145A1 7 16
US20110029186A1 20 23
US20140012094A1 8 6
US20090022941A1 3 12
US20160052397A1 1 130
US20040080434A1 6 23
US20070262855A1 3 21
US20110087390A1 13 14
US20130073113A1 8 11
US20140336965A1 3 11
US20070098684A9 21 20
US20120247556A1 4 13
US20070102040A1 1 2
US20160174579A1 5 6
US20040126464A1 9 17
US20120328697A1 15 25
US20130209560A1 4 23
US20150214534A1 11 42
US20140017533A1 10 15
US20140065468A1 2 9
US5739218A 5 5
US20020020669A1 14 29
US7309468B2 4 13
US20150235518A1 11 96
US20120122564A1 76 112
US20050054428A1 13 68
US20120014213A1 9 48
US20060083109A1 42 44
US20110307369A1 10 32
US20050203818A9 90 64
US20020010670A1 62 30
US20150205755A1 39 258
US20020069217A1 3 22
US20130219178A1 31 48
US20130110981A1 12 19
US20140244602A1 25 29
US20030177255A1 19 45
US20110321082A1 11 6
US20130272877A1 5 72
US20070086893A1 3 14
US20090142192A1 5 17
US20110018269A1 24 41
US20130159939A1 8 35
US20020059588A1 41 23
US20050212911A1 32 33
US20080114614A1 7 6
US20100062833A1 20 24
US20110197263A1 11 29
US20110136401A1 9 13
US20070232168A1 7 4
US20160117194A1 8 34
US20100186020A1 27 42
US20160095876A1 4 72
US20120115812A1 6 13
US20110076244A1 16 22
US20130150451A1 12 12
US20110106884A1 13 48
US20070280445A1 6 15
US20050038876A1 2 6
US20150282633A1 2 11
US20080098533A1 16 36
US20130171115A1 6 54
US20120107413A1 5 11
US9434925B2 2 5
US20080241115A1 6 13
US20140325480A1 17 44
US20110296383A1 11 16
US20120042302A1 7 5
US20130055029A1 5 6
US20130152047A1 3 16
US20140351749A1 11 112
US20090144661A1 3 9
US20110072361A1 2 12
US20060277469A1 8 28
US20070027759A1 12 22
US20060074748A1 13 22
US20030033240A1 39 50
US20120118901A1 5 24
US20040069788A1 26 53
US20060027586A1 9 21
US20080302808A1 6 19
US10395297B1 26 276
US20150170250A1 7 16
US20120290433A1 15 17
US20070143217A1 5 7
US20150180694A1 12 15
US20130316670A1 4 20
US20150316406A1 6 10
US20150088613A1 4 6
US20120024262A1 6 16
US20130268547A1 9 38
US20070156453A1 14 15
US20090129658A1 11 17
US20100159474A1 25 18
US20070212742A1 1 5
US20080213746A1 4 13
US20130311197A1 20 140
US20080010086A1 5 30
US20120191469A1 14 60
US20050240438A1 3 13
US20030149596A1 6 7
US20100173619A1 10 13
US20130297340A1 11 77
US20020099273A1 54 47
US20050209841A1 13 30
US20100105989A1 44 21
US20030182163A1 17 28
US20030212580A1 5 12
US20040133457A1 18 38
US20160232693A1 18 39
US09342924B2 25 21
US08988431B2 37 26
US20020190995A1 2 1
US20050234799A1 10 44
US20020099646A1 29 41
US20030050879A1 15 32
US20140019272A1 4 18
US20070265935A1 51 53
US20070038727A1 10 9
US20080206361A1 5 13
US20070135506A1 18 13
US20140019252A1 8 24
US20010034219A1 21 25
US20100287026A1 10 16
US20110246566A1 23 33
US20140223528A1 24 76
US20100325427A1 12 24
US20050144437A1 29 42
US20090314274A1 10 22
US20030230298A1 24 24
US20070039603A1 14 23
US20150189987A1 17 63
US20070224879A1 1 7
US20120318761A1 9 16
US20130168342A1 4 13
US20160114232A1 4 10
US20130005419A1 26 78
US20160337458A1 3 24
US20040236633A1 17 30
US20050262504A1 6 34
US20160366050A1 12 42
US20040083124A1 1 13
US20030074354A1 16 54
USRE48437E1 120 180
US20070198459A1 8 24
US20070073758A1 21 34
US20130201374A1 2 9
US20010040639A1 9 9
US20100025789A1 18 19
US20120062730A1 7 33
US20150221896A1 21 18
US20030102472A1 20 15
US20090276286A1 12 80
US20050114106A1 23 13
US20070174390A1 42 58
US20060224437A1 13 19
US20040240635A1 6 29
US20080294447A1 6 4
US20070095904A1 56 44
US20040215480A1 33 115
US20160167531A1 8 34
US20130015812A1 53 109
US20100013320A1 17 28
US20140251791A1 1 8
US20050121321A1 1 5
US20130131447A1 10 32
US20070066869A1 9 12
US20100286475A1 7 18
US20140222991A1 26 114
US11159358B2 4 48
US20060168208A1 22 86
US20040061701A1 14 76
US20130262500A1 20 86
US20070153708A1 35 40
US20080162673A1 11 18
US20140223002A1 21 20
US20130046664A1 33 73
US20150269667A1 12 63
US20090037323A1 29 15
US20130024242A1 34 43
US20130024274A1 11 34
US20140020105A1 20 52
US20090063350A1 28 19
US20020032763A1 15 34
US20130327727A1 13 30
US20100064893A1 13 32
US20130156902A1 10 23
US20040112225A1 17 30
US20130342469A1 17 105
US20040169674A1 13 24
US20080150902A1 6 11
US20100194692A1 16 24
US20110310041A1 10 25
US20120197587A1 11 17
US20120270535A1 7 184
US20090046801A1 16 39
US20090207784A1 12 28
US20090274225A1 8 13
US20090325591A1 13 26
US20100039928A1 4 34
US20110013563A1 15 19
US20110105164A1 1 3
US20110122971A1 20 25
US20140340262A1 3 13
US20130093642A1 5 14
US20150372989A1 15 18
US20140101458A1 21 24
US20060140401A1 7 5
US10973622B2 5 33
US20090222039A1 8 10
US20090198288A1 7 15
US20120288469A1 1 6
US20030220039A1 67 77
US20050191430A1 6 15
US20130016581A1 4 9
US20130160730A1 23 22
US20110114622A1 8 22
US20110277647A1 40 33
US20060144267A1 9 53
US20130268349A1 9 76
US20020065739A1 41 65
US20070157229A1 4 12
US20160066048A1 7 22
US20110107382A1 7 12
US20120271882A1 31 12
US20160007033A1 6 14
US09137551B2 21 21
US20080107173A1 6 9
US20150060081A1 18 22
US20110311311A1 8 17
US20140039981A1 5 10
US20080052259A1 45 44
US20140161647A1 2 20
US20080273990A1 25 77
US20140282285A1 23 90
US20130141697A1 27 37
US20050073648A1 13 22
US20140268060A1 13 29
US20160150073A1 7 26
US20150172463A1 6 12
US20140229038A1 8 34
US20100231042A1 2 11
US20060174285A1 25 46
US20130095611A1 16 30
US20070246821A1 31 43
US20110233786A1 37 56
US20140261512A1 11 8
US20130034512A1 5 14
US20130054377A1 12 11
US20030126013A1 12 54
US20150297976A1 10 19
US07025687B2 10 39
US20150359374A1 10 62
US20110212231A1 9 29
US20140067470A1 25 19
US08527324B2 53 27
US20150163329A1 27 21
US20100232546A1 2 5
US20130213491A1 1 4
US20090313896A1 29 60
US20160171027A1 31 74
US20120226889A1 6 22
US20150058390A1 31 21
US20100323005A1 20 22
US20080020042A1 4 8
US20100322996A1 12 46
US20060269591A1 7 16
US20130224777A1 11 26
US20010024803A1 2 4
US20150140319A1 14 66
US20120225602A1 8 24
US20110103854A1 4 12
US20120208421A1 22 17
US20130057587A1 18 14
US20120311485A1 20 27
US20150133109A1 11 24
US20060252457A1 11 33
US20080114604A1 12 13
US20150172882A1 12 84
US20020156882A1 13 21
US20070220148A1 32 41
US20090248644A1 7 24
US20110151897A1 10 17
US20130179503A1 20 50
US20140376426A1 13 13
US20150208214A1 9 18
US20080314582A1 7 18
US20060028208A1 6 40
US20050223790A1 5 4
US20130249895A1 2 25
US20100238664A1 2 14
US20140022761A1 4 12
US20100284166A1 5 17
US20090212697A1 10 15
US20140078249A1 21 10
US20030095177A1 4 30
US20150321570A1 26 74
US20110121790A1 6 5
US20130179061A1 11 25
US20150365299A1 12 28
US20140046983A1 14 25
US20050049986A1 16 16
US20120305291A1 7 80
US20110205721A1 3 12
US20160297951A1 24 43
US20140136262A1 13 75
US20090326991A1 16 56
US20120284099A1 28 55
US20090204600A1 9 30
US10375475B2 21 100
US20100057474A1 5 14
US20070127761A1 8 22
US20150025892A1 17 34
US20130019738A1 19 26
US20090306987A1 94 81
US20130304482A1 22 120
US20060143093A1 19 21
US20140117915A1 2 19
US20090324428A1 8 30
US20140330700A1 24 16
US20140311496A1 2 18
US20040182398A1 17 43
US20170336176A1 7 10
US20070283477A1 8 20
US20140207928A1 12 8
US20110314182A1 9 21
US20160005385A1 8 18
US20100103117A1 14 49
US20130238521A1 15 40
US20060168072A1 20 35
US20060287932A1 16 38
US20080066080A1 24 17
US20110225092A1 19 16
US20140123387A1 27 21
US20090193584A1 3 15
US20020069244A1 12 37
US20140271156A1 6 32
US20130315732A1 34 34
US20160050540A1 5 4
US20130073422A1 12 21
US20110136815A1 10 117
US20090047330A1 6 4
US6887307B1 4 1
US20150063064A1 8 52
US20110110188A1 8 18
US20150057938A1 29 71
US20140158599A1 15 26
US20160034634A9 18 90
US20130191034A1 10 23
US20110112442A1 1 8
US20120123232A1 70 53
US20150303536A1 9 19
US20110020676A1 14 20
US20160181517A1 15 88
US20110140068A1 2 23
US20140131654A1 15 57
US20110278528A1 41 49
US20130170280A1 35 50
US20140088780A1 6 150
US20040196003A1 23 34
US20070299562A1 2 9
US20100152912A1 6 14
US20120195355A1 21 43
US20170096103A1 4 16
US20020084675A1 5 7
US20170161016A1 12 95
US20130190089A1 10 27
US20110208524A1 20 22
US20140112556A1 15 19
US20160062469A1 22 14
US20130222271A1 3 7
US20170068394A1 18 58
US20130135259A1 15 34
US20150278214A1 29 20
US20070061611A1 27 21
US20140229075A1 26 70
US20070149104A1 19 13
US20090189373A1 25 40
US20030135133A1 12 34
US20130130058A1 7 12
US20060057414A1 5 5
US20150305428A1 5 9
US20130239303A1 1 14
US20130269842A1 2 56
US09698426B2 5 9
US9543588B2 2 22
US20140205900A1 4 10
US10050257B2 3 32
US20140261908A1 2 8
US20150314194A1 4 27
US20040063501A1 14 98
US20060258445A1 24 49
US20130331189A1 13 7
US20130173447A1 33 117
US20030208412A1 21 50
US20040111359A1 7 18
US20050154664A1 8 23
US20150312317A1 4 7
US20130244634A1 6 39
US20090156921A1 12 54
US20050096707A1 16 32
US20050054905A1 69 97
US20140380176A1 27 80
US20030020764A1 22 29
US20030191608A1 70 65
US20130138459A1 5 20
US20090192823A1 21 32
US20150290176A1 2 6
US20080107749A1 13 22
US20140135811A1 13 70
US20090112249A1 16 34
US20100228184A1 11 21
US20160013112A1 7 85
US20120112368A1 5 7
US20120077023A1 8 22
US20040041248A1 12 20
US20110085317A1 3 9
US20070222009A1 6 8
US20150332698A1 17 12
US20130332177A1 13 23
US20110295875A1 17 12
US20080168033A1 19 25
US20080019527A1 27 23
US20110040655A1 11 35
US20130336385A1 14 44
US20080232475A1 22 10
US20130188735A1 11 38
US20150051482A1 14 20
US20070016009A1 14 30
US20110009879A1 15 22
US20150066948A1 10 13
US20140019539A1 19 31
US20150330897A1 7 19
US20050117158A1 8 37
US20140372198A1 64 54
US20100301113A1 14 28
US20170117672A1 8 15
US20020149224A1 36 38
US20150331738A1 8 24
US09128832B2 14 30
US20120066551A1 4 20
US20120033775A1 18 39
US20110182392A1 4 11
US20140376607A1 12 72
US20120147955A1 5 15
US20100226627A1 22 12
US20110228847A1 14 27
US20120166464A1 7 46
US20110246575A1 8 16
US20130138730A1 30 24
US20080243603A1 12 76
US20060015893A1 3 10
US20070130015A1 9 12
US20090286832A1 1 9
US09427435B2 2 2
US20060111382A1 4 9
US20170214013A1 5 48
US20130136970A1 7 10
US20110151311A1 6 10
US20160190526A1 7 44
US20130090528A1 12 32
US20070156019A1 11 29
US20150154968A1 19 16
US20080130904A1 22 31
US20140058387A1 19 26
US20150312565A1 21 33
US20160218113A1 9 7
US20120178771A1 8 40
US20020010127A1 18 40
US20040132802A1 14 38
US20020176888A1 5 12
US20030044458A1 15 7
US20120095538A1 10 20
US20040186539A1 1 14
US20150199674A1 4 20
US20150235212A1 15 26
US20150302374A1 51 26
US20140207923A1 18 46
US20120158395A1 21 53
US20110268013A1 46 68
US20150193090A1 5 11
US20140280580A1 4 9
US20140370393A1 4 13
US20130108922A1 5 8
US20130293690A1 2 88
US20020077543A1 22 25
US20080080610A1 15 19
US20100053540A1 2 7
US20120038365A1 24 28
US20120190925A1 16 60
US20120190439A1 31 57
US20130135576A1 9 8
US20140129990A1 68 85
US20140115529A1 20 21
US10758325B2 15 22
US20050250074A1 2 6
US20160194174A1 32 38
US20120157284A1 15 18
US10477858B2 24 30
US20030106253A1 11 15
US20120273631A1 6 16
US20170063357A1 9 86
US20080143423A1 12 26
US20120066445A1 3 17
US20130082081A1 5 17
US20090179062A1 37 27
US20120110565A1 12 28
US20100306762A1 23 19
US20110307354A1 9 6
US20140136278A1 9 17
US20050256778A1 6 2
US20150006216A1 17 57
US20060064338A1 20 17
US20070208604A1 9 9
US20110208591A1 25 28
US20150200375A1 8 69
US20100295812A1 4 11
US20150103268A1 4 9
US20170054427A1 14 18
US20110063042A1 20 34
US20170324853A1 4 42
US20090075704A1 29 51
US09590681B2 7 24
US20130259433A1 5 39
US20100290745A1 7 22
US20100046892A1 39 61
US10929806B2 25 34
US20050006470A1 50 85
US20140304050A1 6 42
US20080167106A1 30 71
US20110153403A1 118 90
US20130339235A1 21 35
US20050131816A1 17 48
US20140223052A1 12 42
US20120023270A1 10 14
US20090300324A1 13 25
US20100076851A1 8 62
US20080162260A1 5 11
US20160034967A1 11 75
US20140164055A1 12 10
US20140380190A1 16 21
US20030225591A1 12 18
US20120323639A1 17 23
US20140282101A1 19 20
US20150101627A1 1 48
US20120138074A1 4 14
US20120145170A1 1 15
US20040101543A1 9 29
US20150131819A1 3 40
US20030053646A1 6 14
US20060206320A1 11 27
US20080298621A1 14 3
US20120155667A1 11 23
US20140198932A1 16 28
US20160006614A1 30 24
US20150146536A1 39 25
US20070133568A1 11 25
US20170126177A1 3 27
US20130307630A1 12 13
US20090146750A1 12 32
US20150280645A1 8 15
US20150264987A1 15 21
US20060107433A1 11 26
US20160184888A1 21 26
US20140173747A1 10 21
US20130055378A1 11 9
US20130086674A1 18 36
US20130145453A1 4 14
US20130159441A1 11 22
US20030229668A1 9 14
US20160006443A1 13 13
US20130249611A1 2 12
US20170083959A1 15 15
